material_id,cif,formula,tc
231,"# generated using pymatgen
data_TaCo3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09874274
_cell_length_b   5.09874274
_cell_length_c   4.09825207
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaCo3
_chemical_formula_sum   'Ta2 Co6'
_cell_volume   92.26893286
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ta  Ta0  1  0.33333333  0.66666667  0.25000000  1
  Ta  Ta1  1  0.66666667  0.33333333  0.75000000  1
  Co  Co2  1  0.84198653  0.15801384  0.25000000  1
  Co  Co3  1  0.84198643  0.68397240  0.25000000  1
  Co  Co4  1  0.31602778  0.15801384  0.25000000  1
  Co  Co5  1  0.15801375  0.84198625  0.75000000  1
  Co  Co6  1  0.15801384  0.31602769  0.75000000  1
  Co  Co7  1  0.68397250  0.84198625  0.75000000  1
",Ta2Co6,0.007611842598452291
527,"# generated using pymatgen
data_Ti2ZnTc
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.36334820
_cell_length_b   4.36334820
_cell_length_c   4.36334820
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2ZnTc
_chemical_formula_sum   'Ti2 Zn1 Tc1'
_cell_volume   58.74144385
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.75000000  0.75000000  0.75000000  1
  Ti  Ti1  1  0.25000000  0.25000000  0.25000000  1
  Zn  Zn2  1  0.00000000  0.00000000  0.00000000  1
  Tc  Tc3  1  0.50000000  0.50000000  0.50000000  1
",Ti2ZnTc,5.187625893473962
631,"# generated using pymatgen
data_Al2NiRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.12981593
_cell_length_b   4.12981593
_cell_length_c   4.12981593
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2NiRu
_chemical_formula_sum   'Al2 Ni1 Ru1'
_cell_volume   49.80547518
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.75000000  0.75000000  0.75000000  1
  Al  Al1  1  0.25000000  0.25000000  0.25000000  1
  Ni  Ni2  1  0.50000000  0.50000000  0.50000000  1
  Ru  Ru3  1  0.00000000  0.00000000  0.00000000  1
",Al2NiRu,5.692188093860725e-23
209,"# generated using pymatgen
data_Mn3RhN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.70757632
_cell_length_b   3.70757632
_cell_length_c   3.70757632
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn3RhN
_chemical_formula_sum   'Mn3 Rh1 N1'
_cell_volume   50.96479711
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.50000000  0.50000000  0.00000000  1
  Mn  Mn1  1  0.50000000  0.00000000  0.50000000  1
  Mn  Mn2  1  0.00000000  0.50000000  0.50000000  1
  Rh  Rh3  1  0.00000000  0.00000000  0.00000000  1
  N  N4  1  0.50000000  0.50000000  0.50000000  1
",Mn3RhN,10.132267069681278
336,"# generated using pymatgen
data_Nb2C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.10931504
_cell_length_b   3.10931504
_cell_length_c   4.94439597
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nb2C
_chemical_formula_sum   'Nb2 C1'
_cell_volume   41.39742511
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.66666667  0.33333333  0.25000000  1
  Nb  Nb1  1  0.33333333  0.66666667  0.75000000  1
  C  C2  1  0.00000000  0.00000000  0.00000000  1
",Nb2C,0.6354884275353747
1027,"# generated using pymatgen
data_ScAlCo2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.16423671
_cell_length_b   4.16423671
_cell_length_c   4.16423671
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScAlCo2
_chemical_formula_sum   'Sc1 Al1 Co2'
_cell_volume   51.06122479
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00000000  0.00000000  0.00000000  1
  Al  Al1  1  0.50000000  0.50000000  0.50000000  1
  Co  Co2  1  0.75000000  0.75000000  0.75000000  1
  Co  Co3  1  0.25000000  0.25000000  0.25000000  1
",ScAlCo2,2.6775080259052195e-26
999,"# generated using pymatgen
data_MnAl6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.92628519
_cell_length_b   4.92628519
_cell_length_c   8.75534317
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   81.20660789
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnAl6
_chemical_formula_sum   'Mn2 Al12'
_cell_volume   209.97971756
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.45729314  0.54270735  0.75000000  1
  Mn  Mn1  1  0.54270735  0.45729314  0.25000000  1
  Al  Al2  1  0.60322713  0.03087401  0.75000000  1
  Al  Al3  1  0.39677336  0.96912648  0.25000000  1
  Al  Al4  1  0.32681416  0.32681416  0.00000000  1
  Al  Al5  1  0.67318633  0.67318633  0.50000000  1
  Al  Al6  1  0.67318633  0.67318633  0.00000000  1
  Al  Al7  1  0.32681416  0.32681416  0.50000000  1
  Al  Al8  1  0.85867781  0.14132268  0.10016922  1
  Al  Al9  1  0.14132268  0.85867781  0.60016936  1
  Al  Al10  1  0.85867781  0.14132268  0.39983092  1
  Al  Al11  1  0.14132268  0.85867781  0.89983107  1
  Al  Al12  1  0.03087401  0.60322713  0.25000000  1
  Al  Al13  1  0.96912648  0.39677336  0.75000000  1
",Mn2Al12,0.3339404518706003
984,"# generated using pymatgen
data_Sc3InN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.41571543
_cell_length_b   4.41571543
_cell_length_c   4.41571543
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc3InN
_chemical_formula_sum   'Sc3 In1 N1'
_cell_volume   86.10001640
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.50000000  0.50000000  0.00000000  1
  Sc  Sc1  1  0.50000000  0.00000000  0.50000000  1
  Sc  Sc2  1  0.00000000  0.50000000  0.50000000  1
  In  In3  1  0.00000000  0.00000000  0.00000000  1
  N  N4  1  0.50000000  0.50000000  0.50000000  1
",Sc3InN,8.271418670409777e-07
367,"# generated using pymatgen
data_ZrS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.65180936
_cell_length_b   3.65180936
_cell_length_c   3.65180936
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrS
_chemical_formula_sum   'Zr1 S1'
_cell_volume   34.43573001
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.00000000  0.00000000  0.00000000  1
  S  S1  1  0.50000000  0.50000000  0.50000000  1
",ZrS,8.081215801493453
60,"# generated using pymatgen
data_Mn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44682559
_cell_length_b   2.44682559
_cell_length_c   2.44682559
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn
_chemical_formula_sum   Mn1
_cell_volume   10.35843261
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.00000000  0.00000000  0.00000000  1
",Mn,22.90009558838419
413,"# generated using pymatgen
data_NaSnS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.12357249
_cell_length_b   7.12357249
_cell_length_c   7.12357249
_cell_angle_alpha   31.33751721
_cell_angle_beta   31.33751721
_cell_angle_gamma   31.33751721
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaSnS2
_chemical_formula_sum   'Na1 Sn1 S2'
_cell_volume   86.78350621
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.50000000  0.50000000  0.50000000  1
  Sn  Sn1  1  0.00000000  0.00000000  0.00000000  1
  S  S2  1  0.25690118  0.25690118  0.25690234  1
  S  S3  1  0.74309795  0.74309795  0.74310129  1
",NaSnS2,1.4925099278984204
780,"# generated using pymatgen
data_NbCl3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.81111698
_cell_length_b   4.81111698
_cell_length_c   4.81111698
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbCl3
_chemical_formula_sum   'Nb1 Cl3'
_cell_volume   111.36218697
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.50000000  0.50000000  0.50000000  1
  Cl  Cl1  1  0.00000000  0.50000000  0.50000000  1
  Cl  Cl2  1  0.50000000  0.50000000  0.00000000  1
  Cl  Cl3  1  0.50000000  0.00000000  0.50000000  1
",NbCl3,0.5442701958724365
92,"# generated using pymatgen
data_V6GeOs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71710449
_cell_length_b   4.71710449
_cell_length_c   4.71710449
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V6GeOs
_chemical_formula_sum   'V6 Ge1 Os1'
_cell_volume   104.96064470
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.00000000  0.50000000  0.74684082  1
  V  V1  1  0.50000000  0.25316005  0.00000000  1
  V  V2  1  0.74684082  0.00000000  0.50000000  1
  V  V3  1  0.00000000  0.50000000  0.25316005  1
  V  V4  1  0.50000000  0.74684082  0.00000000  1
  V  V5  1  0.25316005  0.00000000  0.50000000  1
  Ge  Ge6  1  0.00000000  0.00000000  0.00000000  1
  Os  Os7  1  0.50000000  0.50000000  0.50000000  1
",V6GeOs,7.551043838787761
787,"# generated using pymatgen
data_LiSnCl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.23547927
_cell_length_b   3.23547927
_cell_length_c   7.59849423
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiSnCl
_chemical_formula_sum   'Li1 Sn1 Cl1'
_cell_volume   79.54351548
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00000000  0.00000000  0.62682756  1
  Sn  Sn1  1  0.00000000  0.00000000  0.00886399  1
  Cl  Cl2  1  0.00000000  0.00000000  0.34591720  1
",LiSnCl,3.2436863542838537
633,"# generated using pymatgen
data_Sc2GaCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.62185120
_cell_length_b   4.62185120
_cell_length_c   4.62185120
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2GaCu
_chemical_formula_sum   'Sc2 Ga1 Cu1'
_cell_volume   69.81245004
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.25000000  0.25000000  0.25000000  1
  Sc  Sc1  1  0.75000000  0.75000000  0.75000000  1
  Ga  Ga2  1  0.00000000  0.00000000  0.00000000  1
  Cu  Cu3  1  0.50000000  0.50000000  0.50000000  1
",Sc2GaCu,0.9514785727668974
765,"# generated using pymatgen
data_CdSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.25181048
_cell_length_b   3.25181048
_cell_length_c   4.69422702
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdSO2
_chemical_formula_sum   'Cd1 S1 O2'
_cell_volume   49.63803063
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.00000000  0.00000000  0.00000000  1
  S  S1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.00000000  0.00000000  0.50000000  1
  O  O3  1  0.50000000  0.50000000  0.00000000  1
",CdSO2,0.9791773617043642
